user_id,item_id,rating,conversation_id
u30,183631,0,816
u30,82153,1,816
u30,199451,1,816
u12,172676,1,854
u12,121902,1,854
u12,82153,1,854
u12,168301,1,854
u12,119146,0,855
u12,191564,0,855
u12,121902,1,855
u12,154993,1,855
u30,118637,1,856
u30,154993,1,856
u30,183631,1,856
u30,85423,1,856
u14,121902,1,857
u14,140335,1,857
u14,85423,1,857
u14,177112,1,857
u14,154993,1,857
u14,81162,0,857
u12,83905,1,858
u12,121902,1,858
u12,199674,1,858
u12,183631,1,858
u12,177384,1,858
u12,154993,1,858
u12,148674,1,858
u14,140066,1,860
u14,138962,1,860
u14,130591,1,860
u14,193321,1,860
u14,204292,0,860
u12,204012,1,861
u12,121902,1,861
u12,148674,0,861
u12,85036,0,861
u14,81385,1,862
u14,140335,1,862
u14,85423,1,862
u14,104180,0,862
u14,154993,1,862
u14,149627,1,862
u12,104199,1,865
u12,167384,1,865
u12,194126,1,865
u12,148674,1,865
u12,113499,1,865
u12,143259,1,869
u12,154993,1,869
u12,180926,1,869
u12,84273,1,869
u12,78340,1,869
u12,202175,1,869
u14,121902,1,870
u14,176542,1,870
u14,91481,1,870
u14,122172,1,870
u12,181929,1,871
u12,197213,0,871
u12,172088,1,871
u12,167623,1,871
u12,111776,1,871
u12,84273,1,871
u30,117241,1,872
u30,119144,1,872
u30,170305,1,872
u30,122278,0,872
u14,180224,1,874
u14,172088,1,874
u14,154993,0,874
u14,158950,1,874
u14,180122,1,875
u14,104180,1,875
u14,125284,1,875
u14,124708,1,875
u14,91087,1,875
u14,154848,1,879
u14,100723,0,879
u14,86536,1,879
u14,141928,1,879
u14,138962,1,879
u14,194583,0,879
u14,123015,1,881
u14,118353,0,881
u14,166729,1,881
u14,85423,1,881
u14,115463,0,883
u14,187310,1,883
u14,187028,1,883
u14,130591,1,883
u14,204419,0,883
u14,77161,1,883
u14,157241,0,883
u14,98699,1,886
u14,79743,1,886
u14,85301,0,886
u14,127914,1,886
u14,161089,1,886
u14,168892,1,886
u14,99910,1,886
u14,83192,1,886
u14,180414,1,886
u53,196460,1,888
u53,189950,1,888
u53,93215,1,888
u53,132752,1,888
u21,204409,1,889
u21,187028,1,889
u21,115463,1,889
u21,204419,1,889
u14,104180,0,890
u14,79278,1,890
u14,125284,1,890
u14,183830,1,890
u14,93497,1,890
u21,111540,1,891
u21,150050,1,891
u21,177160,1,891
u21,165812,1,891
u21,169419,1,891
u21,138482,0,893
u21,102073,1,893
u21,139913,1,893
u21,77945,1,893
u21,170871,1,893
u14,127676,1,894
u14,97819,1,894
u14,174335,0,894
u14,204419,0,894
u14,142376,1,894
u20,98699,1,895
u20,122278,1,895
u20,183056,1,895
u20,169353,1,895
u20,140122,1,895
u20,179037,1,895
u20,150501,1,895
u20,154247,0,895
u20,190543,1,895
u20,90486,1,895
u20,100646,1,895
u20,91332,1,895
u20,154993,1,895
u53,198967,1,896
u53,199888,1,896
u53,149363,1,896
u53,78807,1,896
u53,170501,1,896
u21,84001,1,897
u21,132803,1,897
u21,109082,1,897
u21,83766,1,897
u14,137293,1,898
u14,177112,1,898
u14,142910,0,898
u14,173785,1,898
u14,112719,1,898
u14,111918,1,898
u14,149938,1,898
u14,141524,1,898
u14,138962,1,898
u21,204409,1,902
u21,187028,1,902
u21,122278,1,902
u21,142376,1,902
u54,107018,1,921
u54,82923,1,921
u54,158803,1,921
u54,105827,1,921
u37,187028,1,925
u37,148114,1,925
u37,204334,1,925
u37,170119,1,925
u37,115463,1,925
u57,137293,1,927
u57,127328,1,927
u57,103896,1,927
u57,112277,1,927
u57,190814,1,927
u57,187028,1,927
u57,111776,1,927
u57,93310,1,927
u50,173785,1,928
u50,140476,1,928
u50,99583,1,928
u50,169419,1,928
u50,160919,1,928
u50,171202,1,928
u50,199831,1,928
u50,193762,1,928
u50,84273,1,928
u50,111429,1,928
u58,195012,1,929
u58,80108,0,929
u58,157394,1,929
u58,179731,0,929
u58,197244,0,929
u56,152744,1,930
u56,193762,1,930
u56,118748,1,930
u56,145997,1,930
u56,204331,1,930
u56,199831,1,930
u56,150941,1,930
u56,115908,1,930
u56,84273,1,930
u56,181301,1,930
u14,199831,1,931
u14,88487,1,931
u14,111776,1,931
u14,91481,1,931
u14,84273,1,931
u14,90766,1,931
u14,181301,1,931
u14,81162,0,931
u56,185139,1,932
u56,152847,1,932
u56,118748,1,932
u56,101081,1,932
u56,100030,1,932
u56,188192,1,932
u56,97219,1,932
u56,202175,1,932
u37,164755,1,938
u37,78670,1,938
u37,162882,1,938
u37,158518,1,938
u37,87090,1,938
u37,155370,1,938
u56,140696,1,941
u56,101081,1,941
u56,148114,0,941
u56,135305,1,941
u56,200318,1,941
u56,137996,1,941
u14,184951,1,942
u14,187879,0,942
u14,77161,1,942
u14,184418,1,942
u14,130591,1,942
u56,97255,1,943
u56,76940,1,943
u56,135305,1,943
u56,187310,1,943
u56,134760,1,943
u56,137996,1,943
u56,194412,1,943
u14,91332,1,944
u14,140696,1,944
u14,104180,0,944
u14,150941,1,944
u14,112719,1,944
u14,157231,1,944
u37,85612,1,945
u37,125118,1,945
u37,103743,1,945
u37,172317,1,945
u37,79278,1,945
u37,130591,1,945
u37,79385,1,945
u37,145728,1,945
u56,188656,1,946
u56,87090,1,946
u56,168960,1,946
u56,140066,1,946
u56,98088,1,946
u56,86428,1,946
u56,167839,1,946
u56,167596,1,946
u56,94317,1,947
u56,91313,1,947
u56,101081,1,947
u56,89967,1,947
u56,155989,1,947
u56,197888,1,947
u56,170501,1,947
u56,76113,1,947
u56,100030,1,947
u56,116976,1,947
u56,118748,1,947
u56,81819,1,947
u56,83853,1,947
u56,118353,1,947
u14,87193,1,950
u14,177112,1,950
u14,199831,1,950
u14,187028,1,950
u14,98088,0,950
u14,178950,1,950
u14,84273,1,950
u14,90766,1,950
u14,204292,0,950
u39,152789,1,954
u39,114756,1,954
u39,158006,1,954
u39,169419,1,954
u39,99583,1,954
u56,123015,1,956
u56,175203,1,956
u56,155843,1,956
u56,80108,1,956
u56,138780,1,956
u56,163398,1,956
u56,170316,1,956
u56,93013,1,956
u56,138527,1,956
u56,202175,1,956
u56,148135,1,957
u56,157334,0,957
u56,121422,1,957
u56,167623,0,957
u56,194272,1,957
u56,111918,1,957
u56,162517,1,957
u56,183091,0,957
u56,141928,1,957
u56,100493,1,957
u56,148477,0,957
u56,93013,1,957
u14,188155,1,959
u14,189950,1,959
u14,114560,1,959
u14,127673,0,959
u14,77798,1,959
u14,157231,1,959
u14,168467,1,959
u14,83766,1,959
u56,182709,1,962
u56,194044,1,962
u56,114231,1,962
u56,179438,1,962
u56,109082,1,962
u56,168467,1,962
u14,140696,1,963
u14,150941,1,963
u14,125284,1,963
u14,124708,1,963
u14,185179,1,963
u14,140066,1,963
u14,81660,1,963
u14,187373,1,963
u14,190837,1,963
u56,183459,1,966
u56,118748,1,966
u56,121422,1,966
u56,157758,1,966
u56,101081,1,966
u56,166729,1,966
u56,201259,1,966
u56,119667,1,966
u56,86222,1,966
u56,178711,1,966
u56,175121,0,974
u56,164755,1,974
u56,152789,1,974
u56,186139,1,974
u56,78172,1,974
u56,78340,1,974
u56,181299,1,975
u56,110494,1,975
u56,86449,1,975
u56,78480,1,975
u56,162882,1,975
u56,111099,1,975
u56,154857,1,975
u56,190285,1,975
u56,85645,1,975
u56,91332,1,975
u61,138962,1,977
u61,100493,1,977
u61,204331,1,977
u61,204455,1,977
u61,111918,1,977
u56,122172,1,980
u56,170037,0,980
u56,167596,1,980
u56,138962,1,980
u56,78340,1,980
u56,204292,0,980
u31,155829,1,981
u31,99276,1,981
u31,194044,1,981
u31,90950,1,981
u31,182674,1,981
u31,78340,1,981
u31,155989,1,982
u31,165991,1,982
u31,91313,1,982
u31,122172,1,982
u31,149260,1,982
u31,134643,1,982
u31,192734,1,982
u31,115908,1,982
u31,204292,1,982
u31,122278,1,985
u31,89313,0,985
u31,100723,1,985
u31,112069,1,985
u31,159503,1,985
u31,170376,1,985
u31,149519,1,985
u31,204292,1,985
u31,122278,1,986
u31,134885,1,986
u31,78418,1,986
u31,170376,1,986
u31,204292,1,986
u31,81075,0,987
u31,204331,1,987
u31,168289,1,987
u31,110806,1,987
u31,122172,1,987
u31,140066,1,987
u31,138962,1,987
u31,165991,1,988
u31,91313,0,988
u31,118748,1,988
u31,175096,1,988
u31,151702,1,988
u31,178711,1,988
u31,170037,1,988
u31,115908,1,988
u31,186139,0,988
u31,201259,1,988
u31,123015,1,989
u31,175096,1,989
u31,158518,1,989
u31,202175,1,989
u31,158874,1,989
u31,143859,1,989
u31,204292,1,989
u21,182236,1,994
u21,148774,1,994
u21,178711,1,994
u21,160225,1,994
u21,164872,1,994
u21,170501,1,994
u21,109788,1,994
u21,96903,1,995
u21,80603,1,995
u21,155023,1,995
u21,96835,1,995
u20,164872,1,997
u20,194157,1,997
u20,76627,1,997
u20,94726,1,997
u21,141098,1,998
u21,98929,1,998
u21,178711,1,998
u21,140771,1,998
u21,90272,1,998
u21,198894,1,999
u21,113925,1,999
u21,151114,1,999
u21,103097,1,999
u21,139923,1,999
u21,153820,1,999
u21,161817,1,1000
u21,174545,1,1000
u21,86245,1,1000
u21,184951,1,1000
u21,161025,1,1000
u21,204456,1,1001
u21,169419,1,1001
u21,176494,1,1001
u21,177160,1,1001
u21,204409,1,1001
u21,136632,1,1001
u21,194966,1,1002
u21,83436,1,1002
u21,138311,1,1002
u21,167774,1,1002
u21,159503,0,1002
u21,158497,1,1003
u21,95860,0,1003
u21,178711,1,1003
u21,156679,1,1003
u21,138241,1,1003
u21,163619,1,1003
u20,142573,1,1014
u20,109788,1,1014
u20,100323,1,1014
u20,121563,1,1014
u20,117972,1,1014
u21,127673,1,1015
u21,176641,1,1015
u21,189381,1,1015
u21,94056,1,1015
u21,159952,1,1015
u20,176375,1,1018
u20,171959,1,1018
u20,187573,1,1018
u20,171343,1,1018
u20,127914,1,1021
u20,169319,0,1021
u20,198004,1,1021
u20,188656,1,1021
u20,141210,1,1021
u53,169522,1,1022
u53,101264,1,1022
u53,146699,1,1022
u53,198967,1,1022
u53,103957,1,1023
u53,122172,1,1023
u53,177276,0,1023
u53,124142,0,1023
u53,178948,1,1023
u53,166466,1,1023
u62,124485,1,1043
u62,99660,1,1043
u62,198918,1,1043
u62,204292,1,1043
u64,194966,1,1054
u64,162882,1,1054
u64,78418,1,1054
u64,169419,1,1054
u14,198619,1,1057
u14,167623,1,1057
u14,124485,0,1057
u14,111776,1,1057
u14,170060,1,1057
u14,176542,1,1057
u14,81162,0,1057
u67,85036,1,1059
u67,117126,1,1059
u67,170277,1,1059
u67,145470,1,1059
u14,146771,0,1060
u14,101264,1,1060
u14,77798,1,1060
u14,189950,1,1060
u14,142823,1,1060
u66,122552,0,1061
u66,199831,0,1061
u66,140066,1,1061
u66,95199,1,1061
u66,174475,0,1061
u66,176542,1,1061
u14,127328,1,1062
u14,128919,1,1062
u14,104180,0,1062
u14,115516,1,1062
u14,79278,1,1062
u14,93497,1,1062
u67,76012,1,1063
u67,187028,1,1063
u67,153346,1,1063
u67,184418,1,1063
u14,181299,1,1065
u14,120947,0,1065
u14,143198,1,1065
u14,161056,1,1065
u14,86428,1,1065
u14,202434,1,1065
u67,97548,1,1066
u67,85036,1,1066
u67,171914,1,1066
u67,139878,1,1066
u67,139492,1,1066
u67,170060,1,1067
u67,119662,1,1067
u67,148477,1,1067
u67,176542,1,1067
u67,112069,1,1071
u67,119144,1,1071
u67,175843,1,1071
u67,144347,1,1071
u67,177108,1,1071
u64,190285,1,1073
u64,78480,1,1073
u64,162882,1,1073
u64,178136,1,1073
u64,180251,1,1073
u64,203730,1,1073
u14,183056,1,1074
u14,161983,1,1074
u14,155989,1,1074
u14,187028,1,1074
u14,178502,1,1074
u14,84273,1,1074
u14,163398,0,1074
u14,157394,1,1074
u66,160359,0,1075
u66,162882,1,1075
u66,145017,1,1075
u66,145997,1,1075
u64,173843,1,1077
u64,114271,1,1077
u64,102429,0,1077
u64,172153,0,1077
u64,90950,1,1077
